"Default","WC/TA","RE/TA","EBIT/TA","ME/TL","S/TA"
0,0.00,0.13,0.02,1.09,0.08
0,-0.05,0.14,0.01,1.21,0.09
0,-0.07,0.14,0.04,1.55,0.10
0,0.00,0.11,0.05,0.75,0.12
0,-0.08,0.09,0.05,0.54,0.11
0,-0.10,0.08,0.05,0.66,0.16
0,-0.02,0.10,0.06,0.43,0.10
0,-0.01,0.07,0.05,0.38,0.13
0,0.03,0.10,0.04,0.49,0.13
0,0.04,0.11,0.04,0.56,0.11
0,-0.11,-0.92,0.00,0.77,0.15
0,0.02,0.09,0.06,0.83,0.12
0,0.01,0.09,0.07,0.89,0.19
0,-0.05,0.05,0.06,0.88,0.15
0,-0.08,0.03,0.05,0.78,0.16
0,-0.06,0.05,0.05,0.48,0.17
0,-0.02,0.06,0.06,0.63,0.26
0,0.00,0.03,0.05,0.49,0.16
0,0.05,0.04,0.05,0.54,0.16
0,0.00,0.04,0.06,0.61,0.15
0,0.05,0.04,0.05,0.62,0.17
0,-0.07,0.31,0.03,1.35,0.28
0,-0.09,0.34,0.04,1.69,0.27
0,0.11,0.13,0.06,3.02,0.43
0,0.06,0.19,0.06,3.49,0.41
0,0.04,0.32,0.06,4.04,0.43
0,0.09,0.41,0.07,6.28,0.43
0,0.17,0.17,0.09,0.75,0.44
0,0.18,0.16,0.07,0.77,0.31
0,0.11,0.26,0.04,0.96,0.32
0,0.13,0.25,0.07,0.62,0.34
0,0.15,0.29,0.07,0.81,0.36
0,0.19,0.29,0.08,0.73,0.40
0,0.18,0.29,0.06,0.85,0.40
0,0.39,0.17,0.06,0.71,0.65
0,0.43,0.23,0.10,2.02,0.74
0,0.56,0.27,0.04,3.25,0.56
0,0.47,0.56,0.10,3.92,0.37
0,0.60,0.34,0.06,2.93,0.19
0,0.39,0.34,0.02,1.99,0.22
0,0.45,0.15,0.03,1.13,0.31
0,0.51,0.10,0.03,1.70,0.31
0,0.48,0.10,0.04,1.31,0.36
0,0.22,0.19,0.05,0.74,0.29
0,0.24,0.18,0.07,0.62,0.29
0,0.24,0.20,0.07,1.55,0.30
0,0.24,0.20,0.07,1.07,0.28
0,0.07,0.25,0.06,0.67,0.16
0,0.03,0.23,0.04,0.61,0.15
0,0.06,0.22,0.07,0.81,0.15
0,0.04,0.20,0.06,0.72,0.15
0,0.03,0.22,0.07,0.56,0.15
0,0.27,0.42,0.06,3.29,0.30
0,0.18,0.42,0.07,2.07,0.36
0,0.12,0.39,0.06,1.77,0.33
0,-0.06,0.18,0.05,0.96,0.17
0,0.10,0.20,0.06,1.05,0.21
0,0.07,0.20,0.03,0.54,0.18
0,0.14,0.21,0.05,0.68,0.20
0,0.13,0.17,0.05,0.87,0.19
0,0.13,0.05,0.04,0.86,0.23
0,0.15,0.06,0.05,0.89,0.25
0,0.10,0.06,0.06,1.32,0.26
0,0.09,0.08,0.04,0.63,0.09
0,0.13,0.04,0.03,0.78,0.06
0,0.58,0.93,0.08,2.95,0.48
0,0.56,0.60,0.04,1.70,0.48
0,0.54,0.66,0.05,1.33,0.52
0,0.46,0.70,0.03,0.72,0.44
0,0.42,0.76,0.03,0.46,0.43
0,0.53,0.89,0.04,1.85,0.46
0,0.58,0.93,0.04,1.94,0.46
0,0.59,0.86,0.06,1.85,0.44
0,0.60,0.93,0.04,2.45,0.44
0,0.46,0.85,0.06,2.13,0.42
0,0.12,0.45,0.10,7.42,0.28
0,0.08,0.28,0.08,1.32,0.18
0,0.09,0.15,0.06,0.97,0.67
0,0.11,0.20,0.03,0.88,0.57
0,0.05,0.23,0.05,1.08,0.54
0,0.06,0.28,0.05,1.18,0.58
0,0.00,-0.64,0.04,0.36,0.35
0,0.03,-0.67,0.05,0.44,0.39
0,-0.12,-1.37,0.04,0.15,0.37
0,-0.11,-1.59,0.00,1.36,0.36
0,0.34,0.13,0.06,1.89,0.09
0,0.19,0.19,0.02,0.90,0.07
0,0.06,0.20,0.05,0.68,0.08
0,0.07,0.17,0.04,0.49,0.08
0,0.05,0.03,0.05,0.43,0.17
0,0.03,0.02,0.04,0.47,0.18
0,0.05,0.01,0.07,0.61,0.19
0,0.02,-0.02,0.03,0.47,0.12
0,0.03,0.01,0.07,0.43,0.22
0,0.12,0.19,0.05,0.73,0.27
0,0.09,0.20,0.04,0.89,0.26
0,0.13,0.20,0.05,1.02,0.27
0,0.10,0.22,0.06,0.91,0.24
0,0.04,0.22,0.05,1.29,0.27
0,0.77,0.08,0.06,1.07,0.38
0,0.75,0.06,0.06,0.77,0.41
0,0.74,0.09,0.07,1.02,0.42
0,0.72,0.09,0.05,0.42,0.39
0,0.70,0.10,0.06,0.72,0.47
0,0.74,0.13,0.07,0.63,0.42
0,0.68,0.08,0.03,0.75,0.43
0,0.73,-0.01,0.04,0.55,0.47
0,0.65,0.04,0.05,0.68,0.54
0,0.25,0.33,0.05,1.06,0.23
0,0.29,0.39,0.05,1.85,0.22
0,0.28,0.48,0.04,1.78,0.19
0,0.20,0.46,0.03,1.14,0.20
0,0.16,0.40,0.03,1.57,0.25
0,0.31,0.39,0.08,1.55,0.53
0,0.28,0.20,0.07,1.36,0.43
0,0.23,0.21,0.06,1.79,0.46
0,0.04,0.15,0.04,1.46,0.38
0,0.09,-0.11,-0.04,0.23,0.38
0,0.27,-0.36,0.01,0.24,0.56
0,0.27,-0.58,0.02,0.30,0.66
0,0.30,-0.65,0.07,0.23,0.71
0,0.33,-0.61,0.06,0.49,0.73
0,0.27,-0.61,0.04,0.35,0.76
0,-0.04,0.38,0.04,0.87,0.64
0,0.04,0.18,0.07,3.99,0.31
0,0.04,0.20,0.08,3.23,0.29
0,0.02,0.16,0.05,2.65,0.27
0,0.03,0.13,0.05,2.89,0.24
0,0.31,0.54,0.07,2.23,0.28
0,0.26,0.45,0.06,3.10,0.33
0,0.23,0.55,0.04,1.14,0.27
0,0.23,0.52,0.06,1.29,0.28
0,0.25,0.47,0.06,2.06,0.31
0,-0.04,0.01,0.04,0.60,0.16
0,0.17,0.44,0.05,2.07,0.26
0,0.16,0.52,0.07,2.38,0.29
0,0.16,0.58,0.05,2.80,0.27
0,0.14,0.34,0.06,2.44,0.27
0,0.02,0.13,0.06,1.18,0.18
0,0.08,0.16,0.04,1.07,0.15
0,0.11,0.18,0.05,1.20,0.16
0,0.12,0.12,0.04,1.11,0.19
0,0.12,0.15,0.05,1.58,0.20
0,0.18,0.16,0.06,1.59,0.20
0,0.44,0.10,0.04,0.34,0.22
0,0.38,0.12,0.04,0.66,0.25
0,0.06,-0.01,0.06,0.40,0.14
0,0.28,0.05,0.04,2.21,0.19
0,0.30,0.13,0.06,4.84,0.21
0,0.10,0.58,0.04,3.30,0.33
0,0.15,0.64,0.05,4.31,0.33
0,0.42,0.71,0.06,1.11,0.36
0,0.42,0.69,0.05,1.14,0.33
0,0.40,0.61,0.05,0.95,0.29
0,-0.01,0.14,0.05,0.46,0.26
0,0.04,0.16,0.05,0.50,0.24
0,0.02,0.16,0.06,0.57,0.26
0,0.00,0.11,0.04,0.42,0.25
0,0.00,0.15,0.05,0.36,0.25
0,-0.04,0.14,0.05,0.26,0.28
0,0.01,0.16,0.04,0.40,0.28
0,0.06,0.16,0.03,0.42,0.28
0,0.04,0.18,0.05,0.60,0.26
0,0.01,0.17,0.05,0.77,0.26
0,0.16,0.20,0.02,0.56,0.81
0,0.09,0.08,0.06,0.78,0.73
0,0.31,0.25,0.07,1.14,0.90
0,0.46,0.27,0.06,1.51,1.08
0,0.44,0.26,0.06,1.51,0.85
0,0.42,0.31,0.06,1.92,0.85
0,0.41,0.34,0.05,2.98,0.82
0,0.40,0.29,0.06,2.89,0.72
0,0.42,-0.23,0.07,1.66,0.23
0,0.42,-0.04,0.07,1.47,0.24
0,0.43,0.05,0.06,3.37,0.20
0,0.20,-0.23,0.06,2.27,0.20
0,0.33,-0.16,0.08,2.54,0.16
0,0.32,-0.12,0.03,3.42,0.17
0,0.40,-0.09,0.07,2.92,0.14
0,0.31,-0.19,0.04,1.18,0.15
0,0.52,-0.16,0.03,1.55,0.10
0,0.41,-0.33,0.04,2.16,0.15
0,0.40,0.18,0.04,1.29,0.66
0,0.35,0.27,0.05,1.97,0.77
0,0.27,0.31,0.02,1.24,0.61
0,0.31,0.02,0.04,2.48,0.43
0,0.28,0.00,0.04,1.05,0.41
0,0.04,-0.02,0.02,0.62,0.21
0,0.12,0.03,0.04,0.56,0.25
0,0.11,-0.06,-0.02,0.49,0.35
0,-0.04,0.05,0.07,1.28,1.02
0,-0.04,0.13,0.07,2.20,1.01
0,-0.03,0.15,0.08,2.40,0.95
0,-0.02,0.20,0.07,3.59,0.73
0,-0.01,0.22,0.07,1.71,0.69
0,0.00,0.27,0.06,2.99,0.66
0,0.00,0.32,0.09,1.84,0.65
0,0.04,0.28,0.06,0.86,0.65
0,0.04,0.31,0.06,0.88,0.78
0,0.02,0.33,0.05,0.83,0.77
1,0.42,-0.16,0.03,0.35,0.53
0,0.43,0.18,0.01,0.19,0.31
0,0.58,0.12,0.01,0.38,0.44
0,0.09,-0.13,0.03,1.63,0.15
0,0.01,-0.12,0.04,2.23,0.18
0,0.00,-0.32,0.04,3.50,0.15
0,0.00,-0.42,-0.11,1.47,0.10
0,-0.01,-0.24,0.05,1.35,0.10
0,-0.06,0.14,0.07,2.25,0.53
0,-0.04,0.15,0.07,1.63,0.42
0,0.03,0.14,0.06,1.77,0.41
0,0.01,0.15,0.07,1.39,0.35
0,0.08,0.16,0.07,1.18,0.34
0,0.05,0.24,0.07,1.55,0.39
0,0.02,0.15,0.04,1.06,0.10
0,0.01,0.14,0.04,0.97,0.12
0,0.04,0.15,0.04,1.07,0.12
0,0.00,0.16,0.05,1.01,0.09
0,-0.02,0.22,0.05,0.76,0.12
0,0.09,0.16,0.03,0.62,0.18
0,0.04,0.18,0.04,0.56,0.13
0,0.02,0.16,0.06,0.63,0.14
0,0.02,0.16,0.05,0.66,0.13
0,0.02,0.16,0.03,0.71,0.16
0,0.20,0.12,0.07,2.56,0.26
0,0.20,0.18,0.07,3.29,0.24
0,0.18,0.23,0.07,3.86,0.24
0,-0.07,0.93,0.09,6.59,0.31
0,-0.02,0.94,0.09,7.12,0.29
0,0.03,0.86,0.10,12.37,0.29
0,0.16,0.87,0.09,21.19,0.30
0,0.21,0.89,0.09,14.82,0.28
0,0.22,0.92,0.11,17.75,0.24
0,0.24,0.89,0.08,10.41,0.24
0,0.30,0.83,0.07,5.46,0.20
0,0.34,0.71,0.04,3.32,0.16
0,0.33,0.63,0.02,3.72,0.18
0,0.28,0.23,0.07,2.60,0.46
0,0.31,0.20,0.03,1.02,0.35
0,0.29,0.23,0.07,1.41,0.41
0,0.30,0.26,0.09,1.63,0.44
0,0.29,0.26,0.08,1.58,0.44
0,0.29,0.20,0.08,1.35,0.35
0,0.33,0.25,0.09,1.96,0.36
0,0.26,0.25,0.07,1.17,0.34
0,0.31,0.30,0.05,1.22,0.36
0,0.22,0.35,0.12,1.55,0.32
0,0.21,0.33,0.13,0.82,0.36
0,0.34,0.47,0.08,2.08,0.33
0,0.27,0.41,0.04,1.09,0.30
0,-0.04,0.30,0.03,0.41,0.20
0,0.49,0.38,0.08,1.60,0.65
0,0.39,0.30,0.06,1.76,0.41
0,0.43,0.32,0.07,2.68,0.31
0,0.43,0.26,0.02,2.18,0.32
0,0.27,0.36,0.03,1.68,0.26
0,0.15,0.43,0.04,1.16,0.19
0,0.20,0.45,0.02,1.31,0.07
0,0.14,0.40,0.02,1.14,0.12
0,0.05,0.26,0.04,1.01,0.12
0,0.06,0.26,0.03,1.22,0.13
0,0.05,0.13,0.03,1.10,0.11
0,0.03,0.11,0.05,1.55,0.13
0,0.03,0.14,0.06,1.78,0.12
0,-0.02,0.09,-0.21,0.50,0.12
0,0.01,-0.17,0.06,0.72,0.12
0,0.02,-0.09,0.09,1.72,0.13
0,0.00,0.00,0.04,1.69,0.09
0,0.01,0.01,0.07,1.54,0.12
0,0.11,-0.07,0.10,3.53,0.47
0,0.17,0.08,0.11,6.35,0.50
0,0.21,0.22,0.19,10.96,1.01
0,0.11,0.00,0.07,2.37,0.21
0,0.10,0.02,0.07,2.83,0.24
0,0.07,0.06,0.06,1.37,0.22
0,0.07,0.07,0.07,2.06,0.23
0,0.02,-0.01,0.07,1.50,0.24
0,0.07,0.04,0.07,1.31,0.23
0,0.09,0.12,0.06,1.29,0.25
0,0.38,0.09,0.05,0.55,0.36
0,0.41,0.11,0.06,0.62,0.37
0,0.40,0.12,0.07,0.57,0.37
0,0.43,0.15,0.06,0.56,0.36
0,0.42,0.19,0.06,0.41,0.37
0,0.38,0.20,0.08,0.43,0.37
0,0.49,0.18,0.05,0.42,0.31
0,0.45,0.18,0.04,0.20,0.28
0,0.19,0.41,0.07,0.60,0.48
0,0.17,0.51,0.06,0.67,0.53
0,0.04,0.10,0.06,0.93,0.11
0,0.04,0.13,0.04,1.03,0.10
0,0.06,0.12,0.06,1.27,0.09
0,0.08,0.13,0.04,0.99,0.09
0,0.02,0.09,0.02,0.21,0.07
0,0.04,-0.01,0.03,0.06,0.08
0,0.05,-0.08,0.03,0.17,0.08
0,0.06,-0.09,0.03,0.13,0.08
0,0.23,0.21,0.11,0.35,0.91
0,0.27,0.21,0.10,0.28,0.83
1,0.34,0.17,0.10,0.16,0.78
0,0.00,0.09,0.06,3.39,0.44
0,0.07,0.10,0.07,1.45,0.42
0,0.11,0.12,0.05,1.70,0.26
0,0.05,0.14,0.03,1.56,0.26
0,0.05,0.02,0.05,1.64,0.30
0,0.00,0.09,0.05,1.90,0.32
0,-0.01,0.00,0.01,0.17,0.13
0,0.32,0.59,0.07,3.78,0.37
0,0.14,0.48,0.07,3.05,0.34
0,0.14,0.43,0.06,1.98,0.30
0,0.14,0.45,0.06,2.19,0.30
0,0.13,0.48,0.06,1.51,0.31
0,0.15,0.51,0.05,1.88,0.35
0,0.12,0.58,0.06,2.03,0.35
0,0.14,0.58,0.06,2.06,0.37
0,0.17,0.62,0.07,2.32,0.39
0,0.09,0.61,0.06,2.43,0.38
0,-0.10,-0.37,0.03,0.74,0.47
0,-0.11,-0.19,0.05,0.52,0.41
0,-0.02,-0.28,0.03,0.38,0.45
0,-0.02,-0.55,0.02,0.19,0.49
0,-0.06,-0.81,0.04,0.15,0.57
0,-0.05,-0.77,0.03,0.09,0.50
0,0.15,0.16,0.04,0.90,0.17
0,0.12,0.15,0.02,0.46,0.15
0,0.10,0.10,0.04,0.77,0.20
0,0.46,0.03,0.07,2.32,0.37
0,0.37,0.07,0.07,2.52,0.34
0,0.37,0.14,0.09,2.66,0.45
0,0.19,0.18,0.05,1.13,0.30
0,0.35,0.19,0.03,2.10,0.30
0,0.32,0.19,0.06,2.56,0.36
0,0.33,0.23,0.07,1.51,0.36
0,0.34,0.26,0.05,1.99,0.32
0,0.36,0.29,0.06,2.26,0.33
0,0.34,0.30,0.06,2.72,0.37
0,0.15,0.22,0.06,0.82,0.59
0,0.23,0.15,0.05,0.56,0.48
0,0.23,0.22,0.07,0.86,0.49
0,0.23,0.25,0.04,0.97,0.53
0,0.22,0.22,0.04,0.78,0.45
0,0.25,0.25,0.05,0.96,0.54
0,0.27,0.27,0.07,0.92,0.54
0,0.48,0.58,0.07,3.03,0.29
0,0.47,0.56,0.07,3.17,0.31
0,0.44,0.59,0.09,3.56,0.35
0,0.42,0.55,0.04,2.28,0.33
0,0.39,0.45,0.07,1.19,0.32
0,0.35,0.49,0.06,1.38,0.31
0,0.33,0.47,0.07,1.67,0.31
0,0.27,0.49,0.06,1.45,0.32
0,0.28,0.56,0.05,1.70,0.32
0,0.26,0.57,0.07,1.72,0.30
0,-0.02,0.43,0.04,1.52,0.19
0,0.00,0.43,0.05,2.06,0.28
0,-0.04,0.39,0.04,1.42,0.32
0,-0.14,0.30,0.04,1.02,0.20
0,0.15,0.33,0.07,2.02,0.34
0,0.14,0.34,0.07,1.63,0.33
0,0.22,0.32,0.07,2.53,0.37
0,0.14,0.21,0.06,2.43,0.35
0,0.15,0.23,0.07,1.68,0.35
0,0.16,0.27,0.07,1.54,0.33
0,0.13,0.24,0.06,1.67,0.31
0,0.06,0.26,0.05,1.47,0.32
0,0.06,0.29,0.07,1.61,0.31
0,0.12,0.27,0.05,1.57,0.32
0,0.19,0.10,0.05,0.66,0.24
0,0.18,0.15,0.05,0.80,0.23
0,0.22,0.17,0.04,1.03,0.28
0,0.21,0.17,0.02,1.03,0.23
0,0.14,0.15,0.03,1.52,0.22
0,0.14,0.15,0.03,1.10,0.25
0,0.12,0.15,0.03,0.67,0.24
0,0.07,0.13,0.02,0.64,0.24
0,0.11,0.15,0.03,0.62,0.19
0,0.11,0.12,0.08,0.69,0.21
0,0.15,0.17,0.09,1.41,0.22
0,0.19,0.23,0.08,2.88,0.33
0,0.22,0.34,0.10,3.86,0.25
0,0.14,0.45,0.09,3.14,0.26
0,0.07,0.04,0.06,0.80,0.41
0,-0.33,0.03,0.06,0.34,0.16
0,-0.04,0.02,0.06,0.43,0.21
0,-0.03,0.01,0.03,0.29,0.18
0,-0.02,0.00,0.05,0.18,0.20
0,0.08,-0.04,0.05,0.22,0.17
0,0.09,-0.06,0.06,0.24,0.20
0,-0.09,0.13,0.03,0.33,0.08
0,-0.12,0.04,-0.08,0.18,0.06
0,-0.04,0.07,0.13,0.18,0.09
0,-0.01,0.10,0.03,0.17,0.09
0,0.00,0.14,0.04,0.28,0.08
0,0.07,0.16,0.03,0.42,0.10
0,-0.02,0.14,0.04,0.74,0.12
0,-0.02,0.14,0.03,0.81,0.10
0,-0.07,0.14,0.04,0.57,0.10
0,0.00,0.18,0.03,1.09,0.11
0,-0.02,0.18,0.03,0.85,0.11
0,-0.03,0.19,0.04,0.91,0.10
0,0.00,0.19,0.04,0.91,0.11
0,0.02,0.18,0.04,0.96,0.11
0,0.08,0.05,0.03,0.29,0.10
0,0.01,0.06,0.04,0.52,0.12
0,0.01,0.06,0.03,0.57,0.12
0,0.01,0.04,0.03,0.85,0.13
0,-0.02,0.02,0.02,0.85,0.12
0,0.11,0.08,0.04,0.64,0.11
0,0.03,0.04,0.02,0.51,0.12
0,-0.03,0.01,0.04,0.51,0.08
0,-0.16,0.02,0.03,0.35,0.07
0,0.02,0.04,0.04,0.51,0.08
0,-0.13,-0.68,0.04,0.50,0.69
0,-0.13,-0.66,0.03,0.46,0.76
0,-0.12,-0.61,0.02,0.34,0.74
0,-0.06,-0.49,0.03,0.29,0.67
0,-0.09,-0.41,0.05,0.26,0.73
0,-0.04,-0.37,0.04,0.38,0.76
0,-0.02,-0.32,0.05,0.48,0.81
0,-0.01,-0.30,0.04,0.30,0.84
0,-0.03,-0.25,0.04,0.62,0.84
0,-0.07,-0.22,0.05,0.97,0.97
0,-0.01,0.37,0.05,1.86,0.27
0,0.04,0.38,0.05,1.56,0.25
0,0.02,0.41,0.07,2.47,0.25
0,-0.03,0.46,0.05,3.32,0.25
0,-0.03,0.44,0.05,2.91,0.24
0,-0.04,0.47,0.07,5.25,0.25
0,0.06,0.40,0.04,2.88,0.17
0,0.13,0.41,0.04,2.41,0.19
0,0.10,0.45,0.04,2.66,0.19
0,0.02,0.42,0.05,2.21,0.19
0,0.02,0.04,0.04,0.41,0.13
0,-0.04,0.02,0.07,0.47,0.16
0,0.01,0.03,0.08,0.40,0.15
0,0.02,0.04,0.07,0.64,0.20
0,0.02,0.06,0.06,0.52,0.16
0,-0.01,0.04,0.06,0.43,0.18
0,-0.07,0.05,0.06,0.43,0.19
0,0.00,0.06,0.05,0.47,0.17
0,0.01,0.05,0.06,0.42,0.16
0,0.00,0.07,0.05,0.44,0.19
0,-0.03,0.04,0.08,2.24,0.19
0,-0.04,0.04,0.07,2.12,0.20
0,-0.02,0.10,0.07,3.28,0.19
0,-0.06,0.19,0.05,2.97,0.20
0,-0.05,0.20,0.06,2.40,0.14
0,-0.09,0.24,0.06,2.08,0.15
0,0.02,0.25,0.05,1.50,0.15
0,0.03,0.29,0.03,1.42,0.14
0,-0.07,0.30,0.04,1.27,0.11
0,0.07,0.39,0.04,0.89,0.11
0,0.08,0.35,0.05,0.86,0.13
0,0.09,0.35,0.06,0.68,0.15
0,0.07,0.32,0.05,0.43,0.13
0,0.04,0.32,0.06,0.38,0.16
0,-0.14,0.23,0.07,0.50,0.19
0,0.05,0.27,0.06,0.50,0.13
0,0.02,0.28,0.04,0.54,0.13
0,0.05,0.30,0.08,1.58,0.13
0,0.04,0.31,0.09,2.66,0.15
0,0.02,0.23,0.08,1.13,0.16
0,-0.01,0.21,0.07,1.09,0.16
0,0.11,0.08,0.06,0.15,0.54
0,0.19,0.09,0.06,0.28,0.61
0,0.29,0.09,0.05,0.32,0.67
0,0.24,0.08,0.03,0.11,0.41
0,0.28,0.09,0.05,0.09,0.45
0,0.32,0.13,0.05,0.33,0.44
0,0.31,0.17,0.06,0.59,0.44
0,0.27,0.21,0.06,0.44,0.36
0,0.24,0.18,0.03,0.45,0.27
0,0.40,0.36,-0.01,0.63,0.18
0,0.37,0.39,0.03,0.28,0.24
0,0.47,0.37,0.02,0.57,0.23
0,0.31,0.33,0.05,0.52,0.24
0,0.31,0.24,0.03,0.53,0.26
0,0.32,0.23,0.01,0.74,0.31
0,0.35,0.40,0.06,2.47,0.43
0,0.35,0.42,0.08,2.75,0.45
0,0.25,0.31,0.06,3.66,0.43
0,0.24,0.31,0.06,1.98,0.38
0,0.24,0.37,0.06,2.36,0.39
0,0.24,0.41,0.08,2.36,0.38
0,0.18,0.54,0.08,3.29,0.34
0,0.24,0.50,0.06,2.16,0.29
0,0.21,0.49,0.06,1.99,0.32
0,0.22,0.54,0.06,2.51,0.31
0,0.35,0.03,0.08,3.31,0.25
0,-0.12,0.03,0.04,0.60,0.48
0,0.26,-0.20,0.04,1.40,0.34
0,0.24,0.15,0.07,0.82,0.62
0,0.20,0.25,0.04,0.31,0.26
0,0.22,0.26,0.06,0.45,0.27
0,0.24,0.28,0.04,0.68,0.29
0,0.26,0.30,0.03,0.72,0.31
0,0.25,0.30,0.04,0.61,0.30
0,0.25,0.29,0.05,0.44,0.30
0,0.30,0.28,0.02,0.45,0.27
0,0.29,0.17,0.03,0.36,0.26
0,0.37,0.25,0.05,0.54,0.26
0,0.02,0.32,0.04,0.62,0.42
0,-0.03,0.29,0.02,0.54,0.55
0,-0.03,0.34,0.03,0.96,0.49
0,-0.02,0.37,0.05,1.05,0.37
0,-0.03,0.33,0.02,0.59,0.55
0,0.04,0.39,0.07,0.80,0.63
0,-0.02,0.41,0.04,0.72,0.46
0,0.05,0.32,0.07,0.52,0.60
0,0.03,0.36,0.04,0.77,0.61
0,-0.03,0.36,0.07,0.96,0.86
0,0.23,0.42,0.08,1.99,0.28
0,0.28,0.45,0.09,2.40,0.29
0,0.27,0.51,0.09,2.55,0.30
0,0.23,0.56,0.09,2.28,0.32
0,0.07,0.34,0.05,0.75,0.95
0,0.09,0.37,0.05,0.73,0.95
0,0.07,0.42,0.06,1.03,1.07
0,0.04,0.43,0.05,1.00,1.01
0,-0.03,0.31,0.05,0.53,0.88
0,-0.02,0.31,0.05,0.44,0.89
0,0.00,0.37,0.05,0.91,0.81
0,0.04,0.38,0.06,0.51,0.82
0,0.06,0.40,0.06,0.99,0.84
0,0.11,0.45,0.07,1.16,0.76
0,0.24,0.16,0.08,2.74,0.10
0,0.02,0.09,0.07,1.96,0.09
0,0.05,-0.04,0.06,0.43,0.10
0,0.07,0.00,0.06,0.91,0.09
0,-0.02,0.13,0.09,3.39,0.14
0,-0.02,0.06,0.04,1.42,0.07
0,0.01,0.07,0.04,0.68,0.07
0,-0.01,0.10,0.05,1.02,0.08
0,0.02,0.17,0.09,1.60,0.14
0,0.31,0.47,0.07,3.23,1.05
0,0.30,0.50,0.07,3.36,1.09
0,0.28,0.54,0.07,3.12,1.11
0,0.26,0.51,0.06,3.59,1.09
0,0.27,0.54,0.08,3.73,1.21
0,0.23,0.52,0.07,4.62,1.13
0,0.18,0.48,0.09,5.54,1.09
0,0.19,0.50,0.07,4.70,1.10
0,0.16,0.49,0.10,4.16,1.04
0,0.12,0.55,0.10,4.38,1.06
0,0.45,0.24,0.05,5.82,0.36
0,0.44,0.27,0.08,2.63,0.39
0,-0.05,0.26,0.06,1.36,0.12
0,-0.05,0.26,0.06,1.28,0.13
0,-0.06,0.29,0.05,1.49,0.16
0,-0.02,0.27,0.04,1.41,0.13
0,-0.14,0.26,0.05,0.75,0.14
0,-0.15,0.24,0.04,1.02,0.13
0,-0.15,0.22,0.04,0.80,0.12
0,0.05,0.18,0.03,0.47,0.11
0,-0.12,0.06,0.03,0.32,0.09
0,-0.12,-0.02,0.02,0.39,0.09
0,0.09,0.33,0.06,1.38,0.42
0,0.14,0.38,0.07,1.62,0.44
0,-0.03,0.29,0.05,1.39,0.46
0,-0.01,0.31,0.06,1.30,0.43
0,-0.06,0.18,0.05,0.43,0.28
0,-0.08,0.19,0.05,0.37,0.28
0,-0.09,0.18,0.02,0.40,0.32
0,0.30,-0.08,0.06,0.30,0.32
0,0.42,-0.05,0.05,0.55,0.43
0,0.03,1.11,0.12,5.53,0.41
0,-0.02,1.12,0.14,4.83,0.40
0,0.43,0.89,0.08,2.31,0.80
0,0.33,0.87,0.03,1.94,0.82
0,0.35,0.75,0.11,3.16,0.77
0,0.24,0.86,0.07,3.60,0.64
0,0.23,0.67,0.14,7.39,0.68
0,0.27,0.67,0.13,4.73,0.65
0,0.43,0.82,0.11,3.71,0.70
0,0.41,0.93,0.11,2.13,0.69
0,0.39,0.58,0.12,3.44,0.68
0,0.35,0.64,0.11,3.31,0.66
0,0.31,0.37,0.07,1.93,0.42
0,0.36,0.43,0.06,3.54,0.43
0,0.32,0.44,0.08,3.30,0.44
0,0.21,0.38,0.03,1.50,0.29
0,0.53,0.53,0.07,4.65,0.24
0,0.44,0.56,0.06,4.55,0.23
0,0.29,0.43,0.04,2.95,0.20
0,-0.07,-0.34,0.03,0.38,0.30
0,0.24,0.38,0.02,0.84,0.21
0,0.26,0.22,0.02,0.33,0.26
0,0.21,0.11,0.00,0.66,0.30
0,0.33,0.03,0.04,1.13,0.38
0,-0.02,0.09,0.05,1.34,0.11
0,-0.01,0.10,0.03,1.07,0.10
0,-0.07,0.08,0.02,0.98,0.10
0,-0.01,0.10,0.04,0.79,0.11
0,0.06,0.16,0.04,2.43,0.13
0,-0.02,0.33,0.04,1.03,0.10
0,0.01,0.28,0.05,1.06,0.10
0,0.12,0.19,0.05,0.41,0.13
0,0.11,0.20,0.05,0.48,0.13
0,0.13,0.19,0.02,0.54,0.12
0,0.52,0.22,0.06,1.53,0.40
0,0.51,0.22,0.04,1.14,0.38
0,0.52,0.24,0.06,1.91,0.36
0,0.22,0.37,-0.05,0.94,0.17
0,0.01,0.01,0.05,0.88,0.21
0,0.08,0.04,0.04,1.60,0.23
0,0.10,0.03,0.06,1.17,0.24
0,0.00,0.04,0.03,0.95,0.12
0,0.22,-0.68,0.00,0.15,0.30
0,0.12,-0.71,0.02,0.06,0.32
0,0.06,-0.88,0.05,0.06,0.31
0,0.00,-1.01,0.04,0.09,0.38
0,0.11,-0.85,0.03,0.13,0.36
0,0.09,-0.72,0.05,0.29,0.37
0,0.18,0.10,0.07,0.74,0.46
0,0.20,0.22,0.05,1.36,0.43
0,0.15,0.24,0.03,1.40,0.43
0,0.24,0.16,0.02,0.45,0.62
0,0.18,0.21,0.07,0.45,0.96
0,0.17,0.15,0.03,0.31,0.50
0,0.14,0.07,0.05,0.14,0.56
0,0.13,0.10,0.04,0.38,0.61
0,0.13,0.19,0.04,0.80,0.86
0,0.08,0.33,-0.01,1.38,0.40
0,0.08,0.34,0.05,1.58,0.49
0,0.04,0.36,0.06,1.78,0.43
